entity_id,is_anomalous,entity_type
232368272,False,transaction
232453639,False,transaction
232453630,False,transaction
51860219,False,transaction
230521273,False,transaction
230522097,False,transaction
230658997,False,transaction
1913117,False,transaction
232909272,False,transaction
231179660,False,transaction
231177063,False,transaction
206222134,False,transaction
192431356,False,transaction
230967090,False,transaction
230439439,False,transaction
230658277,False,transaction
230563355,False,transaction
230455752,False,transaction
232416085,False,transaction
232038004,False,transaction
232037822,False,transaction
230471902,False,transaction
230471916,False,transaction
232393313,False,transaction
230511916,False,transaction
200165930,False,transaction
39617084,False,transaction
230432611,False,transaction
230966618,False,transaction
230512979,False,transaction
230530178,False,transaction
232070456,False,transaction
232436036,False,transaction
230674241,False,transaction
230330969,False,transaction
232918438,False,transaction
230335026,False,transaction
232698839,False,transaction
230918484,False,transaction
40297647,False,transaction
230459131,False,transaction
230559672,False,transaction
230447404,False,transaction
3877919,False,transaction
54492406,False,transaction
4855592,False,transaction
231995264,False,transaction
232468876,False,transaction
231994250,False,transaction
232910950,False,transaction
3907739,False,transaction
230438749,False,transaction
232687445,False,transaction
189305695,False,transaction
2819887,False,transaction
232956426,False,transaction
230530380,False,transaction
230474094,False,transaction
230473989,False,transaction
75604389,False,transaction
75604980,False,transaction
232440027,False,transaction
232448376,False,transaction
230471946,False,transaction
231429973,False,transaction
79642404,False,transaction
71136742,False,transaction
232897313,False,transaction
231168875,False,transaction
230537133,False,transaction
230537117,False,transaction
232040268,False,transaction
230467682,False,transaction
2756358,False,transaction
232432897,False,transaction
66396856,False,transaction
13805515,False,transaction
230470027,False,transaction
2893869,False,transaction
232634676,False,transaction
232364856,False,transaction
232440939,False,transaction
79642776,False,transaction
42953128,False,transaction
230424236,False,transaction
230449513,False,transaction
230449518,False,transaction
230529171,False,transaction
14580549,False,transaction
86655785,False,transaction
230577422,False,transaction
232457903,False,transaction
11011839,False,transaction
230471924,False,transaction
232894488,False,transaction
230391412,False,transaction
2893846,False,transaction
230334809,False,transaction
230465219,False,transaction
230541525,False,transaction
2880930,False,transaction
230452144,False,transaction
2706899,False,transaction
230681119,False,transaction
232472581,False,transaction
232345632,False,transaction
230463877,False,transaction
232916687,False,transaction
232431856,False,transaction
230683178,False,transaction
230349226,False,transaction
233221331,False,transaction
81167039,False,transaction
230594121,False,transaction
232440137,False,transaction
230639246,False,transaction
232399274,False,transaction
232399270,False,transaction
230659151,False,transaction
230467618,False,transaction
230467684,False,transaction
230531179,False,transaction
230437680,False,transaction
19617883,False,transaction
230411721,False,transaction
35574259,False,transaction
232957846,False,transaction
232415197,False,transaction
232675389,False,transaction
147419328,False,transaction
233599193,False,transaction
233599189,False,transaction
230591601,False,transaction
230555921,False,transaction
60519306,False,transaction
230097992,False,transaction
21763735,False,transaction
231990423,False,transaction
12971085,False,transaction
230344670,False,transaction
230521269,False,transaction
230521266,False,transaction
232431922,False,transaction
3272536,False,transaction
230724244,False,transaction
232047899,False,transaction
230540205,False,transaction
232608734,False,transaction
230597986,False,transaction
3878899,False,transaction
230351534,False,transaction
230586873,False,transaction
230667453,False,transaction
75597397,False,transaction
90545645,False,transaction
232064964,False,transaction
206139323,False,transaction
230437630,False,transaction
230649117,False,transaction
14550424,False,transaction
232353291,False,transaction
183402062,False,transaction
82950160,False,transaction
232447742,False,transaction
230401350,False,transaction
230401687,False,transaction
21018157,False,transaction
230347366,False,transaction
230658525,False,transaction
232450626,False,transaction
2864954,False,transaction
33972940,False,transaction
233227310,False,transaction
232673945,False,transaction
232673949,False,transaction
232354199,False,transaction
232346251,False,transaction
232959350,False,transaction
75604058,False,transaction
232068042,False,transaction
232361296,False,transaction
232361286,False,transaction
75600754,False,transaction
75597795,False,transaction
231996124,False,transaction
230473483,False,transaction
230457910,False,transaction
230523211,False,transaction
230523207,False,transaction
95906596,False,transaction
230578500,False,transaction
232035051,False,transaction
232036661,False,transaction
31730193,False,transaction
230569374,False,transaction
230335074,False,transaction
230440142,False,transaction
232431890,False,transaction
7196549,False,transaction
232418399,False,transaction
230400857,False,transaction
230400870,False,transaction
232015620,False,transaction
49558738,False,transaction
233599185,False,transaction
233599198,False,transaction
232065266,False,transaction
232073363,False,transaction
232009878,False,transaction
232009889,False,transaction
232342532,False,transaction
3877856,False,transaction
230437700,False,transaction
5662056,False,transaction
230522934,False,transaction
230445151,False,transaction
232899771,False,transaction
22013857,False,transaction
232903082,False,transaction
222399481,False,transaction
232893753,False,transaction
230456357,False,transaction
232922109,False,transaction
230645753,False,transaction
76866419,False,transaction
230418806,False,transaction
230428367,False,transaction
230439622,False,transaction
93518448,False,transaction
40623301,False,transaction
2920819,False,transaction
230472251,False,transaction
230473461,False,transaction
232470505,False,transaction
232470504,False,transaction
232957892,False,transaction
3204359,False,transaction
232054853,False,transaction
105586706,False,transaction
233097530,False,transaction
3717740,False,transaction
230456360,False,transaction
230444451,False,transaction
16555074,False,transaction
232017363,False,transaction
230451735,False,transaction
79111639,False,transaction
232403460,False,transaction
232904009,False,transaction
233220194,False,transaction
230528722,False,transaction
230528710,False,transaction
232342530,False,transaction
199529191,False,transaction
232017777,False,transaction
232054860,False,transaction
230530309,False,transaction
75598059,False,transaction
61820358,False,transaction
3875116,False,transaction
230520120,False,transaction
230531174,False,transaction
230531529,False,transaction
232446225,False,transaction
182442258,False,transaction
230440527,False,transaction
230456382,False,transaction
232404259,False,transaction
230658164,False,transaction
75600755,False,transaction
230425547,False,transaction
232000581,False,transaction
230716290,False,transaction
73325019,False,transaction
230681123,False,transaction
232654975,False,transaction
192392088,False,transaction
232037400,False,transaction
232037399,False,transaction
230517591,False,transaction
3385562,False,transaction
230464746,False,transaction
230464556,False,transaction
2713814,False,transaction
185535373,False,transaction
19146132,False,transaction
232354183,False,transaction
14942862,False,transaction
195237909,False,transaction
230421654,False,transaction
183321578,False,transaction
232392931,False,transaction
3876606,False,transaction
232460526,False,transaction
230458741,False,transaction
230458655,False,transaction
230692824,False,transaction
230551388,False,transaction
34162816,False,transaction
230539732,False,transaction
232431910,False,transaction
76866739,False,transaction
87889632,False,transaction
230444448,False,transaction
4996915,False,transaction
230464771,False,transaction
20510018,False,transaction
230334719,False,transaction
232000584,False,transaction
203812102,False,transaction
232431931,False,transaction
230673815,False,transaction
232383231,False,transaction
232034284,False,transaction
198358107,False,transaction
198363083,False,transaction
198426420,False,transaction
2923374,False,transaction
53204358,False,transaction
230586868,False,transaction
2754445,False,transaction
7460711,False,transaction
230470030,False,transaction
230390238,False,transaction
230456623,False,transaction
232903064,False,transaction
113492022,False,transaction
232903069,False,transaction
99506340,False,transaction
2713749,False,transaction
56588535,False,transaction
232012309,False,transaction
230411297,False,transaction
230470029,False,transaction
230438482,False,transaction
230438479,False,transaction
232412807,False,transaction
80044762,False,transaction
5197391,False,transaction
106306280,False,transaction
230411659,False,transaction
76864781,False,transaction
37001822,False,transaction
86977694,False,transaction
230540192,False,transaction
230516994,False,transaction
54735213,False,transaction
219837311,False,transaction
234017978,False,transaction
230530258,False,transaction
3416106,False,transaction
74325541,False,transaction
232010758,False,transaction
4988292,False,transaction
230411274,False,transaction
232670457,False,transaction
232673585,False,transaction
230537141,False,transaction
230530176,False,transaction
232067342,False,transaction
230345439,False,transaction
29115493,False,transaction
14713336,False,transaction
230336239,False,transaction
232019233,False,transaction
230530819,False,transaction
230455738,False,transaction
232639903,False,transaction
232921306,False,transaction
76867053,False,transaction
230544483,False,transaction
87823727,False,transaction
230452736,False,transaction
45936391,False,transaction
232000938,False,transaction
232000936,False,transaction
232895310,False,transaction
230331387,False,transaction
231993291,False,transaction
230472718,False,transaction
27533958,False,transaction
230522939,False,transaction
166888820,False,transaction
230548582,False,transaction
230548586,False,transaction
3908453,False,transaction
230409254,False,transaction
76865205,False,transaction
75604333,False,transaction
2912780,False,transaction
230437116,False,transaction
230543170,False,transaction
230530317,False,transaction
230923479,False,transaction
232897813,False,transaction
232431861,False,transaction
232018604,False,transaction
75604019,False,transaction
232067357,False,transaction
3891191,False,transaction
3851887,False,transaction
232347599,False,transaction
232069314,False,transaction
232038134,False,transaction
232061952,False,transaction
230548931,False,transaction
230548930,False,transaction
232949441,False,transaction
232349072,False,transaction
20299716,False,transaction
230543312,False,transaction
87823631,False,transaction
84064852,False,transaction
232022782,False,transaction
1050220,False,transaction
230686565,False,transaction
86353799,False,transaction
232472561,False,transaction
232673957,False,transaction
232673961,False,transaction
3114489,False,transaction
107227719,False,transaction
232002739,False,transaction
230439786,False,transaction
232907894,False,transaction
230530242,False,transaction
36340051,False,transaction
232037090,False,transaction
230444459,False,transaction
232377087,False,transaction
13285375,False,transaction
230901179,False,transaction
230528715,False,transaction
230457906,False,transaction
230649780,False,transaction
75600731,False,transaction
75597414,False,transaction
230457093,False,transaction
230457090,False,transaction
233842379,False,transaction
232457179,False,transaction
232457182,False,transaction
232448785,False,transaction
232448783,False,transaction
35558560,False,transaction
230531926,False,transaction
156330450,False,transaction
202251566,False,transaction
232440028,False,transaction
3877118,False,transaction
230397187,False,transaction
231994209,False,transaction
231994210,False,transaction
230659440,False,transaction
51140228,False,transaction
232643045,False,transaction
232349125,False,transaction
73119118,False,transaction
232031824,False,transaction
34381791,False,transaction
232473204,False,transaction
232068053,False,transaction
230445153,False,transaction
232374910,False,transaction
75605340,False,transaction
75604075,False,transaction
230540580,False,transaction
230540579,False,transaction
232039890,False,transaction
232039888,False,transaction
232441173,False,transaction
232023544,False,transaction
232023929,False,transaction
34923889,False,transaction
230411328,False,transaction
88003736,False,transaction
89609627,False,transaction
2718195,False,transaction
2865010,False,transaction
230456327,False,transaction
230456324,False,transaction
230517601,False,transaction
232025998,False,transaction
230519593,False,transaction
230519589,False,transaction
4049602,False,transaction
226889376,False,transaction
232026318,False,transaction
27279853,False,transaction
27527984,False,transaction
230354384,False,transaction
230473578,False,transaction
232465856,False,transaction
232073368,False,transaction
230530293,False,transaction
234452271,False,transaction
74478273,False,transaction
131659143,False,transaction
230473482,False,transaction
230658282,False,transaction
230442140,False,transaction
232919400,False,transaction
230456385,False,transaction
230456384,False,transaction
230530229,False,transaction
75600717,False,transaction
75605330,False,transaction
230530200,False,transaction
182449541,False,transaction
230419201,False,transaction
82945549,False,transaction
230442139,False,transaction
232921766,False,transaction
230418124,False,transaction
90935592,False,transaction
3912534,False,transaction
230527759,False,transaction
232919605,False,transaction
230531170,False,transaction
230334753,False,transaction
52191313,False,transaction
102404547,False,transaction
232654499,False,transaction
87823757,False,transaction
230547979,False,transaction
75597405,False,transaction
230426815,False,transaction
232010338,False,transaction
230417568,False,transaction
230392232,False,transaction
230392230,False,transaction
195215469,False,transaction
230540196,False,transaction
34031118,False,transaction
225944002,False,transaction
87739542,False,transaction
230330544,False,transaction
230338271,False,transaction
37231292,False,transaction
2929196,False,transaction
3881827,False,transaction
230658150,False,transaction
232072340,False,transaction
48236824,False,transaction
230458577,False,transaction
232432886,False,transaction
232040265,False,transaction
230330962,False,transaction
73191409,False,transaction
11998335,False,transaction
230599182,False,transaction
230402449,False,transaction
232431935,False,transaction
232392947,False,transaction
2778105,False,transaction
232440097,False,transaction
230653282,False,transaction
230653288,False,transaction
230518261,False,transaction
230518258,False,transaction
230557022,False,transaction
232448425,False,transaction
87823679,False,transaction
230549076,False,transaction
79871665,False,transaction
230687058,False,transaction
175872615,False,transaction
230457868,False,transaction
232472215,False,transaction
232472220,False,transaction
232907868,False,transaction
230530333,False,transaction
230530233,False,transaction
232431924,False,transaction
63186078,False,transaction
75604036,False,transaction
232066385,False,transaction
230516005,False,transaction
230516004,False,transaction
231179652,False,transaction
232465409,False,transaction
80045322,False,transaction
230548958,False,transaction
3898382,False,transaction
232431869,False,transaction
232673468,False,transaction
33453302,False,transaction
3876980,False,transaction
3876998,False,transaction
11343564,False,transaction
230651834,False,transaction
230659121,False,transaction
230412060,False,transaction
232795825,False,transaction
232345693,False,transaction
232035061,False,transaction
230423949,False,transaction
230423848,False,transaction
231998448,False,transaction
231998131,False,transaction
231565690,False,transaction
2791962,False,transaction
232033534,False,transaction
232432891,False,transaction
230472247,False,transaction
230643071,False,transaction
232633987,False,transaction
31663613,False,transaction
231253425,False,transaction
230455960,False,transaction
27323573,False,transaction
209416370,False,transaction
230455963,False,transaction
212706911,False,transaction
230548574,False,transaction
213736040,False,transaction
198356667,False,transaction
38793679,False,transaction
75604916,False,transaction
230621237,False,transaction
3408161,False,transaction
3882798,False,transaction
230530345,False,transaction
230455764,False,transaction
7105998,False,transaction
234431587,False,transaction
53549918,False,transaction
230439805,False,transaction
232401224,False,transaction
10216529,False,transaction
230445159,False,transaction
75598324,False,transaction
230602337,False,transaction
125738786,False,transaction
230354705,False,transaction
37232627,False,transaction
230459145,False,transaction
232549860,False,transaction
208537161,False,transaction
88906998,False,transaction
75607469,False,transaction
230530254,False,transaction
195237911,False,transaction
86261919,False,transaction
2716232,False,transaction
87823772,False,transaction
232904582,False,transaction
232440109,False,transaction
75604043,False,transaction
11665997,False,transaction
230650904,False,transaction
231993295,False,transaction
231995257,False,transaction
219844395,False,transaction
232455961,False,transaction
230428647,False,transaction
34255082,False,transaction
232035280,False,transaction
3857826,False,transaction
231180498,False,transaction
230445150,False,transaction
230440526,False,transaction
12456270,False,transaction
230525364,False,transaction
230659120,False,transaction
5608369,False,transaction
232448379,False,transaction
230523203,False,transaction
88055509,False,transaction
37234025,False,transaction
60428736,False,transaction
232007259,False,transaction
231990479,False,transaction
232427169,False,transaction
232433797,False,transaction
232009318,False,transaction
8390228,False,transaction
230516459,False,transaction
231996113,False,transaction
230588248,False,transaction
232656726,False,transaction
230465376,False,transaction
13995945,False,transaction
196536221,False,transaction
5035357,False,transaction
230530321,False,transaction
232445704,False,transaction
230650044,False,transaction
230650191,False,transaction
33809076,False,transaction
230437676,False,transaction
17152398,False,transaction
230442067,False,transaction
231992557,False,transaction
232019118,False,transaction
230557021,False,transaction
231994213,False,transaction
214640850,False,transaction
232431900,False,transaction
16027454,False,transaction
49186045,False,transaction
232432884,False,transaction
60579970,False,transaction
67204095,False,transaction
20664692,False,transaction
231267445,False,transaction
62111535,False,transaction
232356999,False,transaction
232898395,False,transaction
230683551,False,transaction
230347375,False,transaction
230658291,False,transaction
232897182,False,transaction
230592895,False,transaction
232342233,False,transaction
232346075,False,transaction
13258060,False,transaction
230530058,False,transaction
230530049,False,transaction
75604010,False,transaction
20306273,False,transaction
230659430,False,transaction
230659445,False,transaction
230523246,False,transaction
232431929,False,transaction
230578938,False,transaction
230645825,False,transaction
230649124,False,transaction
230434020,False,transaction
232034946,False,transaction
230438483,False,transaction
230349222,False,transaction
232696994,False,transaction
230602580,False,transaction
232359151,False,transaction
39915271,False,transaction
230465378,False,transaction
230465367,False,transaction
232348838,False,transaction
36412430,False,transaction
87823739,False,transaction
230425996,False,transaction
230425992,False,transaction
234075335,False,transaction
75604061,False,transaction
232068046,False,transaction
230524593,False,transaction
230524524,False,transaction
28177105,False,transaction
22128620,False,transaction
230420824,False,transaction
75197702,False,transaction
3874964,False,transaction
3912536,False,transaction
230877155,False,transaction
232009687,False,transaction
230411347,False,transaction
232433655,False,transaction
2760789,False,transaction
232470480,False,transaction
230519603,False,transaction
73738963,False,transaction
230400468,False,transaction
230400467,False,transaction
230652186,False,transaction
232923173,False,transaction
232923556,False,transaction
231992573,False,transaction
232632920,False,transaction
232629023,True,transaction
231573972,False,transaction
233999928,False,transaction
230559686,False,transaction
230595373,False,transaction
63006056,False,transaction
233599183,False,transaction
232423723,False,transaction
18981892,False,transaction
230537131,False,transaction
231492487,False,transaction
232903605,False,transaction
230552340,False,transaction
232008165,False,transaction
230438538,False,transaction
76866745,False,transaction
230531543,False,transaction
230451706,False,transaction
63437050,False,transaction
230408898,False,transaction
30469907,False,transaction
230455943,False,transaction
32477885,False,transaction
230540700,False,transaction
195231797,False,transaction
230468041,False,transaction
230397485,False,transaction
21696454,False,transaction
75597421,False,transaction
230414067,False,transaction
232339516,False,transaction
230555001,False,transaction
230452758,False,transaction
76627599,False,transaction
232443614,False,transaction
232448385,False,transaction
5294829,False,transaction
65784644,False,transaction
230530349,False,transaction
75604072,False,transaction
230414055,False,transaction
232009696,False,transaction
232009699,False,transaction
37232631,False,transaction
232031833,False,transaction
232655975,False,transaction
60492027,False,transaction
230530338,False,transaction
230404561,False,transaction
230454327,False,transaction
230454323,False,transaction
230531169,False,transaction
1874227,False,transaction
232000582,False,transaction
230339661,False,transaction
10506205,False,transaction
10288849,False,transaction
232403821,False,transaction
82124528,False,transaction
232432894,False,transaction
205317238,False,transaction
230542752,False,transaction
23312717,False,transaction
230653312,False,transaction
230586278,False,transaction
232377110,False,transaction
230550396,False,transaction
18907280,False,transaction
230612860,False,transaction
28261907,False,transaction
230465374,False,transaction
10872471,False,transaction
230649123,False,transaction
232022462,False,transaction
232468551,False,transaction
230404574,False,transaction
230404572,False,transaction
76864767,False,transaction
232380264,False,transaction
232380263,False,transaction
230599952,False,transaction
230539729,False,transaction
232953069,False,transaction
102053374,False,transaction
232949055,False,transaction
232431888,False,transaction
219844310,False,transaction
230456381,False,transaction
23316173,False,transaction
232417457,False,transaction
58836743,False,transaction
36566888,False,transaction
232059609,False,transaction
230418055,False,transaction
231223914,False,transaction
230557027,False,transaction
230339760,False,transaction
232014505,False,transaction
230602315,False,transaction
230582497,False,transaction
230455592,False,transaction
3272544,False,transaction
3273965,False,transaction
232419651,False,transaction
230556839,False,transaction
5530440,False,transaction
10489593,False,transaction
230330054,False,transaction
231995696,False,transaction
230095966,False,transaction
3329673,False,transaction
3420566,False,transaction
3877087,False,transaction
232431388,False,transaction
2864084,False,transaction
34596005,False,transaction
19559657,False,transaction
230650915,False,transaction
230468042,False,transaction
232648116,False,transaction
54492383,False,transaction
230543317,False,transaction
230547939,False,transaction
230530211,False,transaction
232034293,False,transaction
232034651,False,transaction
5530920,False,transaction
27447795,False,transaction
14407957,False,transaction
231136221,False,transaction
230465227,False,transaction
232440023,False,transaction
75603998,False,transaction
232065277,False,transaction
69591744,False,transaction
230438845,False,transaction
232673917,False,transaction
232673920,False,transaction
230560120,False,transaction
230440145,False,transaction
36674352,False,transaction
230427132,False,transaction
232443237,False,transaction
99600686,False,transaction
3420754,False,transaction
230549474,False,transaction
82974256,False,transaction
232062518,False,transaction
232448383,False,transaction
230683184,False,transaction
233953189,False,transaction
230528720,False,transaction
230413259,False,transaction
230413257,False,transaction
234024792,False,transaction
232383230,False,transaction
82927541,False,transaction
27420011,False,transaction
20033752,False,transaction
230520011,False,transaction
232470556,False,transaction
233199126,False,transaction
230405627,False,transaction
33499224,False,transaction
232100126,False,transaction
10648957,False,transaction
230611059,False,transaction
230429446,False,transaction
232380250,False,transaction
232948277,False,transaction
230570332,False,transaction
230526938,False,transaction
230687755,False,transaction
2717498,False,transaction
232470408,False,transaction
34492719,False,transaction
10501342,False,transaction
7404691,False,transaction
230406515,False,transaction
230440525,False,transaction
76865995,False,transaction
232906649,False,transaction
232040281,False,transaction
230451699,False,transaction
232342095,False,transaction
2928489,False,transaction
232070462,False,transaction
79658821,False,transaction
230456354,False,transaction
232900729,False,transaction
232395869,False,transaction
230588663,False,transaction
230593831,False,transaction
232467036,False,transaction
231995762,False,transaction
230539733,False,transaction
232441231,False,transaction
230334819,False,transaction
232346245,False,transaction
232431848,False,transaction
2311555,False,transaction
2929201,False,transaction
87823707,False,transaction
230969365,False,transaction
230547933,False,transaction
87823721,False,transaction
232007424,False,transaction
230426341,False,transaction
232004444,False,transaction
18218289,False,transaction
231136247,False,transaction
57085433,False,transaction
57085430,False,transaction
232419988,False,transaction
31636054,False,transaction
230437686,False,transaction
232431866,False,transaction
230538521,False,transaction
54309947,False,transaction
230548650,False,transaction
3764320,False,transaction
648193,False,transaction
99506348,False,transaction
62111499,False,transaction
232359367,False,transaction
5119722,False,transaction
2929199,False,transaction
232875618,False,transaction
87823653,False,transaction
87823637,False,transaction
232014178,False,transaction
230537142,False,transaction
3234247,False,transaction
33972936,False,transaction
231192284,False,transaction
232468570,False,transaction
230530320,False,transaction
232428618,False,transaction
231502557,False,transaction
28498170,False,transaction
230464780,False,transaction
232906716,False,transaction
233947259,False,transaction
232403770,False,transaction
52603109,False,transaction
230429077,False,transaction
232662867,False,transaction
230453433,False,transaction
230459308,False,transaction
231128114,False,transaction
5530811,False,transaction
16780529,False,transaction
230472262,False,transaction
230472263,False,transaction
27489574,False,transaction
230451730,False,transaction
232454798,False,transaction
54732584,False,transaction
230518043,False,transaction
213733494,False,transaction
232907285,False,transaction
234459963,False,transaction
204265627,False,transaction
232443612,False,transaction
232444880,False,transaction
230590476,False,transaction
83783485,False,transaction
3880766,False,transaction
232459630,False,transaction
232907037,False,transaction
230352249,False,transaction
230530296,False,transaction
232064968,False,transaction
230459112,False,transaction
82373185,False,transaction
230548928,False,transaction
230548926,False,transaction
14938386,False,transaction
230697509,False,transaction
230697477,False,transaction
230539308,False,transaction
230539305,False,transaction
32477881,False,transaction
230437626,False,transaction
2778023,False,transaction
231994217,False,transaction
57319992,False,transaction
218531042,False,transaction
230549942,False,transaction
55017801,False,transaction
232016542,False,transaction
230519642,False,transaction
230519651,False,transaction
232062802,False,transaction
230456346,False,transaction
232657067,False,transaction
232018270,False,transaction
75603987,False,transaction
230455953,False,transaction
27867469,False,transaction
231994160,False,transaction
232006911,False,transaction
34300577,False,transaction
34528027,False,transaction
157053175,False,transaction
233599194,False,transaction
3880667,False,transaction
3877983,False,transaction
230530206,False,transaction
230438748,False,transaction
230336086,False,transaction
230590482,False,transaction
13969323,False,transaction
230594119,False,transaction
230594127,False,transaction
3880653,False,transaction
3876487,False,transaction
3907811,False,transaction
3230875,False,transaction
230552370,False,transaction
232699222,False,transaction
230458584,False,transaction
106320178,False,transaction
7398153,False,transaction
230471919,False,transaction
230409255,False,transaction
230576809,False,transaction
232897317,False,transaction
231994205,False,transaction
86711289,False,transaction
232013266,False,transaction
230349398,False,transaction
230411694,False,transaction
230531130,False,transaction
230548677,False,transaction
80044109,False,transaction
230595729,False,transaction
232632082,False,transaction
230579563,False,transaction
230594521,False,transaction
232034264,False,transaction
230451698,False,transaction
5703544,False,transaction
230658148,False,transaction
232951115,False,transaction
232416473,False,transaction
232353289,False,transaction
36815216,False,transaction
232473511,False,transaction
230333964,False,transaction
230455578,False,transaction
57517680,False,transaction
37232699,False,transaction
230439026,False,transaction
82072649,False,transaction
232346255,False,transaction
13615479,False,transaction
81389320,False,transaction
232037045,False,transaction
230438467,False,transaction
76867051,False,transaction
87823759,False,transaction
232018634,False,transaction
157004979,False,transaction
231995064,False,transaction
232673599,False,transaction
233599197,False,transaction
230433274,False,transaction
230438854,False,transaction
230466907,False,transaction
231169665,False,transaction
232432895,False,transaction
230530302,False,transaction
232010801,False,transaction
232631392,False,transaction
192393975,False,transaction
87823625,False,transaction
80045317,False,transaction
232036650,False,transaction
232034945,False,transaction
230459083,False,transaction
232036658,False,transaction
232448771,False,transaction
232054858,False,transaction
37234018,False,transaction
232067367,False,transaction
230445156,False,transaction
230670387,False,transaction
230439991,False,transaction
230444846,False,transaction
232631007,False,transaction
230579557,False,transaction
230530311,False,transaction
230602655,False,transaction
27405707,False,transaction
232343693,False,transaction
232006644,False,transaction
230465387,False,transaction
77689165,False,transaction
219839769,False,transaction
232344777,False,transaction
231995249,False,transaction
230473480,False,transaction
230658274,False,transaction
230659118,False,transaction
230531166,False,transaction
232377100,False,transaction
230438870,False,transaction
5464338,False,transaction
232439373,False,transaction
28371102,False,transaction
39617086,False,transaction
230470032,False,transaction
230530344,False,transaction
232895871,False,transaction
230400498,False,transaction
230400474,False,transaction
230528724,False,transaction
230455743,False,transaction
234000524,False,transaction
232018276,False,transaction
232658266,False,transaction
2790845,False,transaction
232892365,False,transaction
231992310,False,transaction
230578992,False,transaction
232897183,False,transaction
14178872,False,transaction
2823289,False,transaction
232091677,False,transaction
232068006,False,transaction
7089693,False,transaction
40612971,False,transaction
14847524,False,transaction
59184908,False,transaction
232448362,False,transaction
87823731,False,transaction
80045362,False,transaction
3376469,False,transaction
71369990,False,transaction
230531646,False,transaction
230529025,False,transaction
124534478,False,transaction
230531164,False,transaction
230968861,False,transaction
231179638,False,transaction
3319044,False,transaction
230530288,False,transaction
230391875,False,transaction
230432970,False,transaction
230440348,False,transaction
71384764,False,transaction
232396277,False,transaction
3272533,False,transaction
230389796,True,transaction
231178835,False,transaction
231179679,False,transaction
230456321,False,transaction
76866500,False,transaction
230543224,False,transaction
230970140,False,transaction
232703120,False,transaction
230452293,False,transaction
3903937,False,transaction
232687817,False,transaction
232352891,False,transaction
230429080,False,transaction
232896849,False,transaction
230946692,False,transaction
230946408,False,transaction
232351322,False,transaction
232680982,False,transaction
230659434,False,transaction
230458967,False,transaction
230658155,False,transaction
3239815,False,transaction
231177887,False,transaction
232406377,False,transaction
230670910,False,transaction
200937694,False,transaction
232038138,False,transaction
230577432,False,transaction
230451739,False,transaction
232035698,False,transaction
195233844,False,transaction
230433507,False,transaction
3880017,False,transaction
230645770,False,transaction
122803889,False,transaction
