timestamp,src_ip,dst_ip,src_port,dst_port,txid,geo_country,asn
2025-12-13T23:17:20Z,20.1.71.163,94.144.249.185,51282,80,37e551f57d98bb0e8b74d9f5e222e0dcd3a54e48caf991cf7ac7e89a54acb051,UA,AS3741
2025-08-23T22:05:22Z,120.153.134.218,6.27.221.125,50546,443,f9ac85215d20665434c20e2859536d2563ad8ce6ffd4ed8251699087811cd3e9,CH,AS44659
2025-11-27T05:27:10Z,210.73.245.55,202.68.107.145,62418,18333,c29c35fcb80775b11512815b64750e7764c39e809bea0ce7509f3377ba32717b,FR,AS16265
2025-01-30T13:37:51Z,182.121.42.236,86.111.169.14,62618,443,bfebe95de3aeaf7d3afcd7ae8951100044fa75ee6bc3e533e18fcf877ff73b2b,CA,AS44140
2025-12-28T02:54:33Z,223.69.54.126,32.56.142.140,62561,9735,4a7d7a3acd65b4e1dec8c1ab26cb7fceefc1a2dbbe7c53a0002032880d65ff88,IN,AS5931
2025-07-17T04:23:23Z,112.185.147.45,73.127.90.99,53528,443,2803e1638298d2c5196b97bb78943ee816f61428c9bf5e167dabe8791b88c841,IN,AS59628
2025-02-04T04:29:54Z,150.230.108.93,67.150.67.92,55077,18333,35d1e2536b87d8fe7521dd2a5831c7258bfb3adc60ec7eafe4ed4bd14d4a3eda,RO,AS61847
2025-12-20T09:22:56Z,179.9.167.235,213.70.86.74,52283,8333,7c54f0308ba959ec2774fc1c8129b5ef5b146cb1d9f2fddd1622c5dbca9500b7,BR,AS63954
2025-10-20T14:53:40Z,21.135.155.93,67.186.215.156,64638,8332,4b908911ad676f2ba900cdadf299498be801e60079bccaad9a7a1aeba1c62487,CH,AS40471
2025-06-12T20:14:25Z,118.26.42.169,126.166.86.219,54322,9735,480ffdcaa7a8afe0e27d0c7ecd875c99d21e13d9a8248f41afafe2a693571b70,RO,AS3741
2025-06-13T10:25:30Z,201.12.109.236,80.84.120.110,65392,443,c44ece469522cbede313255cf5712baeaf02296784f64b08f051872c1c5b05d7,ZA,AS48437
2025-09-16T18:24:03Z,201.51.33.117,124.191.189.18,54171,443,53c4c552c43742361832de5694bcafadcd33c122a1de9d4c3ea0b3b10fac7b1c,FR,AS33521
2025-08-15T10:36:54Z,60.114.200.143,99.23.124.223,51398,80,a06378d32cb353bd54b184585e44bd5b963db896b13fcf4d14a85ad58eb32654,CA,AS16265
2025-09-15T01:24:12Z,54.60.181.150,128.187.231.181,54400,443,71db7a33fae4b850950cfde3b86e32573c6c679283f6848b392de28f31d0d808,CN,AS44140
2025-01-02T12:00:01Z,180.241.115.24,3.25.65.147,57255,8332,7e497d2f4b079f307db1e433a055f233d6b95ce5c15cca5f876eb67fcb8d6820,RU,AS11236
2025-07-26T17:10:49Z,33.253.153.83,181.228.40.186,53391,8333,a398fa1c3e8f79aa24a14886741e1f0a7050c1d92119ecb292142902728aaf77,RO,AS6613
2025-11-10T22:29:51Z,204.214.47.65,38.80.3.162,50999,18332,7ffd16a12dfc84e4bf162b0c7e835cf117f0565bec18d8195086f38f644be92f,CN,AS47587
2025-02-25T15:10:56Z,155.8.19.181,163.28.221.77,64005,18332,59aceaa4b0aed0aabfb7967b3811d00aed347b92838ec6c1697472d387a5f4be,NL,AS11236
2025-12-05T17:19:51Z,222.221.26.22,217.133.225.233,51840,8333,f24c55c8356a36dbd5e08ec44a870c28cf39247baab381fb3437b82f831ec796,US,AS29729
2025-09-12T02:54:11Z,85.205.131.158,110.239.152.28,51882,18332,8815d5004ff339d988e60291227071ab2f3e32883bcc59570f476e8d33f17fee,DE,AS6613
2025-01-09T19:40:18Z,4.176.143.104,153.203.203.176,57198,9735,03159c1df2707ef2243e054b0561ce6073045e8d75934b701f0419fc2eb15af9,CN,AS2802
2025-08-05T19:13:23Z,83.99.205.1,197.54.243.75,56505,80,a50eed75aa3ccc1ff2dddd3d42224cb609181190329b30816cf3e63ad0cada0b,US,AS11292
2025-05-13T19:44:44Z,64.203.55.84,137.173.161.118,58385,9735,c0c02fcdd010605e1216a5bc7e060a324faeaa89d80c52ac4eef6b699019be40,AE,AS10017
2025-08-11T09:50:05Z,152.78.255.156,66.111.233.112,56347,443,5f4446d279e901c0c41ed3e23223547eae438b255df1e19d392df6f5a6c7edab,CN,AS61847
2025-07-10T20:25:21Z,76.151.163.39,16.104.20.203,53592,18332,408a1a033d2c72a39b116c8d19d0deb26da98f88b80214600025dd2961b14757,AU,AS29729
2025-08-31T13:53:03Z,60.38.229.216,61.69.103.214,61940,8332,29c381062fb4a6be2d996f1c8e0f77f569576ededf59840464dafe7e13af7f7b,NG,AS53271
2025-05-20T05:06:25Z,162.34.53.23,150.21.100.194,60731,443,4169c247ec13d35c2cef7247cec1ef6bc6cca2512f1635270154618e4afffe0e,BR,AS11236
2025-10-06T07:16:08Z,137.220.22.35,221.237.178.235,65306,18333,978fe425a95321f54dd2c3faf34d477f606d6ffa67c7d6fab4d05d4a66dd08ff,IN,AS11292
2025-12-19T22:15:40Z,103.156.222.8,126.230.103.163,59570,443,773153930c7e7b4e9820fd16fcf9ea826035fe313329ffba880e8a2ac7ce1e4b,SG,AS3224
2025-01-27T07:56:10Z,71.84.119.178,60.1.92.148,55244,18332,0ecfb3e1e3b07baff58fbc40d0775168603f604bca47fa7c12fcfe38aba3557b,CA,AS48437
2025-01-07T07:50:01Z,162.61.199.90,162.179.108.73,58425,9735,f239c4ec390ef90eb621fa918401e65337a10abc43cadca168b84a18ec937bf7,IN,AS40471
2025-12-29T10:48:11Z,133.64.28.78,136.63.16.146,56934,8333,23fdd1155b1a974bd7d7072a3b797403070d3581cbdd5dafbfa3fb24c13e5f57,SG,AS33521
2025-11-01T08:01:12Z,174.118.221.201,176.141.17.16,61600,9735,d0dbb03eb2f49361e63c0c21e01e8cd348a90ad3f8366c88ae727ccf8e9ad508,RO,AS14867
2025-05-01T11:31:02Z,26.91.78.76,195.243.129.6,61417,8332,9f7d1be2b39b9237edb2f0bf3a6849e2a54ed656158c7040afd0cadf50e9deae,UA,AS47587
2025-05-12T09:21:49Z,91.228.6.205,125.226.120.190,52479,9735,8a565063a4cf39492ce11f50b87f56a56850397095658b419efb7806763c2202,JP,AS14193
2025-09-17T08:44:53Z,170.142.15.214,58.251.184.56,60458,80,f40ce334fe6f57b474f7ecbd327dc4dd6871a27a39e71de77c7fe25d13da7346,KR,AS44140
2025-02-18T20:47:37Z,199.236.112.191,163.64.87.141,60437,9735,1b69c2433a65284f606c97f333bf57796fe00b848011a71fa71033943adfe021,UA,AS10017
2025-07-06T17:03:05Z,216.151.42.66,203.134.112.1,53142,8333,2faac238a2d4c6958be86a1c764b7eded8a1ddeba223a45b432674f8b33d90c9,AU,AS38795
2025-09-29T20:36:07Z,127.32.188.91,154.158.1.187,63881,443,a5252da3ace8af027becb142a8f7fbf2c97028ae41d1e5dcb681fe919a759540,CH,AS37152
2025-01-12T05:32:07Z,192.125.232.213,87.125.76.224,57124,80,2e1b0cc2ad17945931c2ec42297f752ccf0dcdc4804fdf291ba6724c5b43879d,NL,AS55215
2025-05-19T01:36:33Z,44.207.229.65,71.87.26.59,62201,8333,234b4c837f73eccd25259f936acf11c2f727b221b02edc32b7a73035a83de880,RO,AS53271
2025-01-10T19:15:08Z,79.152.41.241,64.61.31.234,53224,8333,6458b78e8af2e3dfaea53431dda4cf46ba19eb2666cef3b9a5e16c341c3c278d,FR,AS61164
2025-07-04T15:23:08Z,179.50.202.102,192.77.185.83,53285,443,52440eaf97f1bd0a66fe9f0425a4e279e4c23cd9349db98cd8b24e30a2baf95b,DE,AS59628
2025-01-23T11:32:06Z,208.155.38.235,44.192.169.93,52776,18332,9aeae62a11c988f17ee73fa310030ef5c524194efeb8d19e51b892fc73436812,UA,AS19787
2025-03-24T13:29:35Z,69.6.221.164,17.243.248.223,65109,8332,f16ed3d3892db98dd0b5112bb3d5339a7df23fa97e1a5e4a5751f6022fdad5d3,FR,AS59628
2025-05-08T06:04:13Z,5.142.165.195,5.171.209.105,56666,18332,4b58ee617e714a295b1d8f1c9d154468031b9f6f5a94cfe5bd84818608c1479e,IN,AS33521
2025-02-21T07:19:55Z,203.199.33.236,54.167.95.2,63398,8332,b71906d74067b1b01ea5efcee329acb6f0e251e24f5c1e9985d45ab42b9720a1,NL,AS49633
2025-01-03T20:03:12Z,20.139.97.13,155.239.158.43,65290,80,fcea637b1a7a8b08b28c70f492073e5e7237de82bb1d85237ee57b1076e56c03,BR,AS7129
2025-02-08T23:57:21Z,209.114.160.81,192.0.13.43,60251,9735,1dd70c67ff5d41a5afec2c81f5c66b3fd267185417f22aed3d86e8ac163ec101,RO,AS14683
2025-10-07T10:56:26Z,111.197.205.221,65.246.201.12,60712,8332,b7579ebd53b36057b2786f0c2e9570daa118634058aa18220335b478db94f8c3,US,AS47465
2025-07-10T16:24:36Z,189.227.85.229,141.74.31.103,55493,8332,1a94dfc7f291bcc589c78ec655ca860fda335790dfef6935d7936deca85beb43,JP,AS60293
2025-08-11T19:35:32Z,181.216.26.10,72.12.87.237,52193,18333,bbf136247fbb148a6c6ab6275d57d295168d7fa52b04b44c408cfc6b08316693,BR,AS49966
2025-10-13T01:08:23Z,8.128.33.126,61.254.72.37,56926,18333,7e3afaaa217e97ef5db6f4df9ee5a25a31b2620df253c7c457d702b700fbeea1,CN,AS5931
2025-02-21T07:22:19Z,203.199.33.236,159.252.178.42,62054,8333,eb68f2eb249115058cec993e0d602dffb4ce333d5716769422c5eb9417f6b3b7,DE,AS49633
2025-02-24T23:28:38Z,222.118.101.198,95.118.152.50,51861,8333,35c234cf68dfe6026374b46932dd5a71ee47dd7a5b23698e9cadc1179922aa8d,CA,AS8056
2025-06-08T21:48:57Z,139.30.139.253,206.51.248.35,53763,8333,7a74c5a58f760fb99498f12cfd844ede1029848b3731ca3a25155fe61ea9527c,RO,AS5931
2025-09-13T06:11:12Z,66.30.109.164,199.29.133.205,56609,443,c3689d3e70dfb8abbac5467507183b957f2c96c705dc941ad3ba31dbe72d3adf,RU,AS37152
2025-03-15T08:47:11Z,175.241.4.213,194.10.228.12,57211,18332,f1e6ccd37d814b4b86d552e5513ed9701bbb5b07ab93d67cffd31870b16498c2,NG,AS2802
2025-06-20T00:38:12Z,195.122.183.32,34.214.88.48,50216,18332,939607e15195b20a1c3d68c073d86b86657b63e7cebfd10eb62414e9484a372c,ZA,AS47788
2025-05-26T10:12:33Z,51.2.34.113,59.46.216.128,52228,18333,a724d9a9d95de345c5f8e90730d301b2491574796282195ffc1788e70010d0d6,CA,AS31710
2025-10-19T19:19:56Z,160.130.130.141,182.48.138.192,59160,8333,d8dfb55aaeb8b18636be3f40134a7a12317a63d53cc6022e98fc57b6775365f3,US,AS31710
2025-09-20T21:56:38Z,5.101.44.57,121.24.81.176,51341,8333,133917793c6faa3f9dd0ea331942bbd7568f2addb3e21b3747f79b1f7df70df4,AE,AS44138
2025-01-01T10:13:19Z,200.31.4.114,22.74.37.13,53790,80,3e8f06a2e54522f023976e3422ba3be8b3d85c23814f6bd0b8d33948bc3adc6b,FR,AS55891
2025-10-20T06:12:24Z,40.116.165.218,13.101.205.138,63699,8333,6935175d829abea0cc52d21482301fc6508f365481c4140053d563fe02e778b9,IN,AS55433
2025-09-05T11:22:03Z,148.203.222.247,191.153.207.149,56190,18332,666e0cdb445b26d5d682fbf6909909c3a5c27878458e2c52ec2c5cec0261e993,IN,AS3224
2025-05-20T18:54:09Z,152.237.238.32,14.24.56.32,60064,80,94c38d0087afa0d52c55fcdcc990a6abdfe0bda9157a38f7c372808769cdae7d,FR,AS24103
2025-07-06T05:07:02Z,173.110.200.247,117.6.111.182,63101,8332,1e19db761299a8bab3679bb9cc6cd79c0146014b05301a595ccfbf264d8886b4,SG,AS40471
2025-04-25T05:37:57Z,25.211.106.169,177.181.56.236,52412,8333,9dc51c15a9a808f9c7f5934c90321524b60e0d39921f4f37ba753702ec675306,CH,AS5931
2025-12-05T11:00:39Z,95.32.73.125,47.143.161.242,60470,8332,33c4da190ee6238bcb873a2aa6414e93ef850e7ce4a8fbb21f3adcb66b7085d4,GB,AS61847
2025-11-19T09:43:06Z,95.37.219.82,126.47.86.29,53014,443,05cb0ad3c7c576fffb5da4ae9fc121e90fbf40a5665aeb5ac545ed0bbb13ec21,CA,AS31710
2025-04-14T11:45:13Z,178.201.221.191,10.126.111.218,53624,18332,f82b349fdf2fe63248d65e7610103ab2ab2abd791a4ead0bfb38e0523a104f7f,KR,AS61164
2025-05-21T16:49:24Z,112.188.101.20,121.29.251.56,50178,8333,105960cf16feebe87a2abccca64d62a6055cc701152a9adeae56c524a2903c4f,CN,AS26163
2025-07-01T20:51:27Z,129.172.205.66,27.114.175.70,65136,18333,84b09aab64fbd28d75497d88a3333cb3ed9ff656dd71651ec2e0c4449f9e6862,RU,AS40471
2025-10-01T06:54:39Z,26.235.3.25,94.22.54.145,63317,18332,758149b21c5c4feb6894b223c5197ee76a936c0bc767e27f491e24eb5924dc60,CH,AS16915
2025-08-24T08:41:48Z,125.46.23.14,24.227.6.120,52541,8332,0f789898e59fdbc012dc7235d114f5076a5e7cbf31b18165a4398f1b011aa0dc,CH,AS49966
2025-05-01T20:08:45Z,92.178.152.85,159.29.106.65,52783,443,ac28c41ddb7ed3010a33ce077c50277b6001c33ebf677714dd4de5c9c8eb0568,IN,AS37152
2025-07-14T08:58:24Z,92.81.121.130,129.86.2.233,51571,18333,b4defbe95415722047e4181473a9031616a4a19c82d66d9d9a8124cddb362f01,RU,AS43937
2025-05-28T00:18:39Z,109.90.96.70,105.97.103.207,58979,80,4e0916d6fcbad9b76a4f747f01df2170c465be76899c028cf18564cea1792a26,NG,AS53271
2025-08-31T13:39:13Z,60.38.229.216,152.170.172.191,56368,8333,a0b901dd4a19e1d3e8ba039ca6ffa0a702edeeb6458c9765ddef62d38937ad99,NG,AS53271
2025-02-22T10:03:52Z,104.88.9.190,131.136.203.124,53258,80,85ee5be548fc3797530b2d8c6dacc52504e37c981acb52e4317856f0280a6c8f,AE,AS2802
2025-09-17T02:57:01Z,77.139.24.218,144.116.120.223,52477,443,34dffb822ce21ca41374a76baaff9626271ed581c61f5718d6a45930f4d56759,GB,AS53271
2025-09-17T08:12:55Z,76.180.253.88,146.175.189.250,61205,8333,6c3bd7c8a795519fe9775170afce57251be54a884f738c386b6bb6320f010957,IN,AS6613
2025-04-05T16:56:31Z,113.253.222.109,25.99.26.179,61406,443,509e206653524328619c87da0ff52cb5a13aa7c585c6498acbed8eda2e641276,DE,AS31710
2025-08-31T13:45:55Z,60.38.229.216,218.227.109.117,56134,8332,daa90f4e506f95e3a1c8a73ba60fe0dfb6d45db8ce7995857e33706c263a84bd,NG,AS53271
2025-05-09T11:45:47Z,10.228.213.236,175.185.165.118,56475,18332,8f689682781c320ffeae0d837f3bd4493d55bdeec4113127c0a1227cf3aebdb0,FR,AS44659
2025-03-05T22:59:29Z,72.147.188.213,31.11.157.105,53676,18333,50c4ebfa8b8f9a5530693f78945a193456f25959fcc2688f7b4ca748ebd95261,US,AS5931
2025-02-08T04:54:41Z,49.31.161.226,36.111.52.92,62345,9735,ae633e78f651a4ad14667a6d37bd18888952e7749914d8dfdb062f6177c3bcaf,ZA,AS2802
2025-10-10T01:25:49Z,125.209.108.75,17.23.112.68,51724,18333,9283b2f70c22e3e4a4054c70a6efeaee8454f1d047988928c4263d53387d8e98,NL,AS14683
2025-05-22T07:33:14Z,130.160.230.130,194.114.254.85,62804,80,a6586c988e37ba6be8882db6a7b65f62c2f8714cd5e2997ca6f37b93bded081d,ZA,AS14242
2025-06-30T22:34:52Z,186.57.212.121,129.2.197.163,61502,80,5f3a88a05ae05100f575f60647b2675d7634412c044c5acd04e0283064dc105a,FR,AS44140
2025-02-06T14:07:52Z,80.107.175.59,17.71.237.153,57829,9735,0e92bd5350472ae31f97e7745bb3e5e89cb6b179788bbe8360fccfee41ec2bd2,GB,AS61164
2025-02-21T07:17:45Z,203.199.33.236,160.87.32.60,54664,18332,fcc18a2806929c6f06f4635969e9c9ca6d7adc94f6234af1d15f4965eb80a67e,CH,AS49633
2025-03-27T10:34:43Z,54.71.38.196,50.143.180.42,53568,8333,618fbfaec444a2aadec0bb42f91e881a0bf28cfadca24b74819db4ff3515e4fa,AE,AS11236
2025-06-10T22:15:00Z,24.114.214.170,144.35.153.151,51071,8332,1f7378cd78f58c356750a6bd17e0e9af5b3a2957ccd502c157c4adb8b69b6f0d,SG,AS43749
2025-09-01T17:31:12Z,128.252.139.96,148.92.189.73,53001,8332,23ec6c8accc67b46461d1e75fe9a32feeec5f9a26b303a2bd175a471de146ae7,KR,AS47465
2025-08-30T21:27:11Z,141.11.215.238,40.120.68.118,53884,8332,0e907fad7691544b0e43316d4b6ed4235011b3832af1bfbb08f758521b4325db,RO,AS38420
2025-07-02T13:26:17Z,34.16.222.165,84.196.152.41,53589,18333,d85f7d3a666c6e447568f8759691e32e7ad4d8f69eb01aa6570f7e48ee50a172,US,AS59628
2025-10-26T01:12:05Z,83.73.121.212,150.3.15.67,51529,18333,261c5414bd307f193dcac44b2990632b7cbfe422484f749291047c1df5658527,JP,AS33521
2025-07-06T10:25:55Z,130.63.58.48,143.80.206.152,55606,18333,d2d57b118a2a17a4c37232068e6128b62934dbb451f38a1639b844858d704161,SG,AS38420
2025-07-07T18:19:01Z,21.214.131.244,70.76.221.33,58731,18333,155f456455da9bb99b38a1eab84137fca1d032d53b21051a3342cc3b32553466,RO,AS31710
2025-12-04T11:04:56Z,43.205.183.48,118.135.76.142,63377,9735,703386aa480a8983894d099eb2ce8616af41355bb2909ef2e66fc669ee715db4,AU,AS47788
2025-09-24T16:10:46Z,120.25.95.249,63.244.242.206,52058,443,bdcf6597f3c00aad3d5ce45737a52d9f8ecfc2854eb316b97882cdd88cce019b,FR,AS44138
